;;;;;;;;
;SWF;1219.6;1.85;0;10.4;24.47;4.50;30.59
;De Leeuw;1253;3,299999952;0,5;15,89999962;26,60000038;4,699999809;?
;;;;;;;;
b7618a3ec98b47b6869812e52d904da6;Stadsoceaan;4;;E;/nl-be/recepten/receptDetails/Stadsoceaan/r/b7618a3ec98b47b6869812e52d904da6;;5;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;258.9;0.14;0;0.2;7.14;0.90;0.00
;De Leeuw;632;;0;3,299999952;10,10000038;0,600000024;?
;;;;;;;;
4e34cca380174e0ea13a13136516c481;Tagliatelle met groentelinten;4;A;A;/nl-be/recepten/receptDetails/Tagliatelle-met-groentelinten/r/4e34cca380174e0ea13a13136516c481;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;852.4;2.45;0;1.0;3.51;6.51;46.42
;De Leeuw;618;1,899999976;0,100000001;6,400000095;2,599999905;4,199999809;?
;;;;;;;;
dc4c3d26004743ea97a912efbe6e8388;Kippenbrochetten;4;A;A;/nl-be/recepten/receptDetails/Kippenbrochetten/r/dc4c3d26004743ea97a912efbe6e8388;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;623.0;0.17;0;2.0;3.76;16.58;5.63
;De Leeuw;656;1,100000024;0,100000001;8,600000381;1,5;18,5;?
;;;;;;;;
e67c396425564bed87fc135074f77094;Rijstsalade met kip en appels;4;A;A;/nl-be/recepten/receptDetails/Rijstsalade-met-kip-en-appels/r/e67c396425564bed87fc135074f77094;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;908.5;1.25;0;1.0;9.50;9.03;40.97
;De Leeuw;569;1,5;0,5;6,300000191;7,300000191;5,400000095;?
;;;;;;;;
dd0adc82621c41d6aa3413533d13bb32;Banana Mama mocktail;1;D;B;/nl-be/recepten/receptDetails/Banana-Mama-mocktail/r/dd0adc82621c41d6aa3413533d13bb32;4;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;496.4;1.67;0;0.1;17.72;1.10;50.19
;De Leeuw;381;1,799999952;0;0,300000012;15,60000038;1;?
;;;;;;;;
a159bdfd7a1e414dbafa135cf9d800ee;Speltbrood met hummus en Ibéricoham;4;C;A;/nl-be/recepten/receptDetails/Speltbrood-met-hummus-en-Ibericoham/r/a159bdfd7a1e414dbafa135cf9d800ee;3;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;806.8;2.79;1;1.8;1.24;11.38;9.64
;De Leeuw;1126;4;1,700000048;15,80000019;0,400000006;12,89999962;?
;;;;;;;;
63f7bd438d2f4f1589c913a9a75b8a0a;Honingcake;8;D;C;/nl-be/recepten/receptDetails/Honingcake/r/63f7bd438d2f4f1589c913a9a75b8a0a;4;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1054.6;0.72;0;1.4;30.25;7.67;0.00
;De Leeuw;1149;;0,699999988;4,300000191;34,20000076;6,900000095;?
;;;;;;;;
370793d68a53426fa57a13af653b6317;Klassieke vol-au-vent;4;B;A;/nl-be/recepten/receptDetails/Klassieke-vol-au-vent/r/370793d68a53426fa57a13af653b6317;2;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;298.7;1.56;0;2.5;1.98;2.56;42.16
;De Leeuw;855;1,5;0,200000003;14,89999962;2,200000048;10,30000019;?
;;;;;;;;
885c968183794a848efb13c8e95aac5d;Slangenmousse met aardwormen;4;;D;/nl-be/recepten/receptDetails/Slangenmousse-met-aardwormen/r/885c968183794a848efb13c8e95aac5d;;4;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1376.8;0.69;0;16.9;17.61;2.76;29.51
;;;;;;;;
;;;;;;;;
e4cefdbb58fa4545af2f13db89712078;Penne met verse geitenkaas en paprika’s;4;A;A;/nl-be/recepten/receptDetails/Penne-met-verse-geitenkaas-en-paprika-s/r/e4cefdbb58fa4545af2f13db89712078;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1043.8;2.68;0;2.4;3.64;8.85;40.97
;De Leeuw;534;1,200000048;0,100000001;4,699999809;1,899999976;4,400000095;?
;;;;;;;;
cd2e9c6ff8384431bce313f3a5778815;Medjooldadels gevuld met roquefortmousse;4;D;D;/nl-be/recepten/receptDetails/Medjooldadels-gevuld-met-roquefortmousse/r/cd2e9c6ff8384431bce313f3a5778815;4;4;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1073.1;3.05;0;6.0;29.01;8.44;38.92
;De Leeuw;1148;2,599999905;0,800000012;11,19999981;33,20000076;8,399999619;?
;;;;;;;;
b97e150a080a4bfcaab9140008c5c6c5;Knapperige taartjes met salsa van garnalen;4;A;A;/nl-be/recepten/receptDetails/Knapperige-taartjes-met-salsa-van-garnalen/r/b97e150a080a4bfcaab9140008c5c6c5;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;478.4;2.29;0;2.7;2.01;3.65;76.66
;De Leeuw;567;2,099999905;0,600000024;11,10000038;1,799999952;5;?
;;;;;;;;
ae9b93ea593e4fc0b9a01450eff97f9f;Olijfbrood met kaas en pesto;6;D;A;/nl-be/recepten/receptDetails/Olijfbrood-met-kaas-en-pesto/r/ae9b93ea593e4fc0b9a01450eff97f9f;4;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1251.1;5.82;1;6.6;3.17;13.07;0.00
;De Leeuw;1294;2,5;1,600000024;13,69999981;2,099999905;12,10000038;?
;;;;;;;;
7f3c81cf549348a996c41432aed2da73;Bahiaanse kippenreepjes;4;A;A;/nl-be/recepten/receptDetails/Bahiaanse-kippenreepjes/r/7f3c81cf549348a996c41432aed2da73;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;425.5;1.36;0;1.0;2.89;8.30;44.75
;De Leeuw;583;1,5;0;9,600000381;1,799999952;10;?
;;;;;;;;
2c4818b6183549a3984814758f06d960;Snelle bladerdeeg gebakjes met aardbeien;4;D;D;/nl-be/recepten/receptDetails/Snelle-bladerdeeg-gebakjes-met-aardbeien/r/2c4818b6183549a3984814758f06d960;4;4;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;764.3;0.61;0;8.7;11.37;1.97;45.15
;De Leeuw;942;1,299999952;0,400000006;16,10000038;7,5;2,700000048;?
;;;;;;;;
aec8d833d0c04abfb3b114b71cf8d837;Ravioli met witte pens en geroosterde pompoenpitten;4;;D;/nl-be/recepten/receptDetails/Ravioli-met-witte-pens-en-geroosterde-pompoenpitten/r/aec8d833d0c04abfb3b114b71cf8d837;;4;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1542.4;1.54;0;9.6;0.79;12.55;13.10
;;;;;;;;
;;;;;;;;
1874c84c466f4541967814bcc901c867;Inktvis met homemade peterselie-olie;4;;C;/nl-be/recepten/receptDetails/Inktvis-met-homemade-peterselie-olie/r/1874c84c466f4541967814bcc901c867;;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1854.4;0.43;0;7.0;0.22;0.22;53.74
;;;;;;;;
;;;;;;;;
902025e049044dbf946614c36a3beafe;Paella royal;8;A;A;/nl-be/recepten/receptDetails/Paella-royal/r/902025e049044dbf946614c36a3beafe;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;599.1;1.77;0;1.2;2.46;8.43;19.90
;De Leeuw;520;;0,600000024;4,599999905;1,700000048;10,19999981;?
;;;;;;;;
a8a83091a59c4876858514d57f49c0d3;De whoopies van Zwarte Piet;16;;D;/nl-be/recepten/receptDetails/De-whoopies-van-Zwarte-Piet/r/a8a83091a59c4876858514d57f49c0d3;;4;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1328.3;1.74;0;13.0;14.49;4.04;33.92
;;;;;;;;
;;;;;;;;
8ff1492c16bc4700ac0914e4c762d37b;Pasta op Hongaarse wijze;4;A;B;/nl-be/recepten/receptDetails/Pasta-op-Hongaarse-wijze/r/8ff1492c16bc4700ac0914e4c762d37b;1;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;502.1;1.30;0;3.2;3.09;5.38;10.90
;De Leeuw;577;1,100000024;0,400000006;4,099999905;2,099999905;6,5;?
;;;;;;;;
3fa272ca43c34613bedc14fa03a9ec42;Lenterolletjes met kreeft;4;;A;/nl-be/recepten/receptDetails/Lenterolletjes-met-kreeft/r/3fa272ca43c34613bedc14fa03a9ec42;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;640.6;2.26;0;0.5;3.57;9.65;59.91
;;;;;;;;
;;;;;;;;
234bda2776a4444c99461538dc84b9d9;Entrecote met knolselder, koolrollade en aioli;4;;B;/nl-be/recepten/receptDetails/Entrecote-met-knolselder-koolrollade-en-aioli/r/234bda2776a4444c99461538dc84b9d9;;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;360.5;1.87;0;0.6;1.18;1.09;39.44
;;;;;;;;
;;;;;;;;
89de7e63ca5c41cebbd6153a6d9f0ca1;Gearomatiseerde melk;1;;B;/nl-be/recepten/receptDetails/Gearomatiseerde-melk/r/89de7e63ca5c41cebbd6153a6d9f0ca1;;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;260.9;0.46;0;0.9;8.02;3.16;0.00
;;;;;;;;
;;;;;;;;
8ec5bdc90a6742d086b7158157be2b96;Pittige mocktail, no alcohol;4;E;B;/nl-be/recepten/receptDetails/Pittige-mocktail-no-alcohol/r/8ec5bdc90a6742d086b7158157be2b96;5;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;2.7;0.05;0;0.0;0.00;0.01;0.50
;De Leeuw;197;;0;0,400000006;7,300000191;0,600000024;?
;;;;;;;;
c29407ae54ca4b50ab661585ccfc8351;Hummus van kikkererwten en gekonfijte tomaten;4;A;A;/nl-be/recepten/receptDetails/Hummus-van-kikkererwten-en-gekonfijte-tomaten/r/c29407ae54ca4b50ab661585ccfc8351;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;704.4;5.60;0;1.1;3.21;7.32;99.68
;De Leeuw;383;1,5;0,100000001;7,300000191;1,600000024;1,399999976;?
;;;;;;;;
3cef1bd85c0b45fbb97d1585e654a8a9;Kabeljauwhaasje met peterseliepesto en gedroogde vruchten;4;;A;/nl-be/recepten/receptDetails/Kabeljauwhaasje-met-peterseliepesto-en-gedroogde-vruchten/r/3cef1bd85c0b45fbb97d1585e654a8a9;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;350.9;2.07;0;0.4;3.52;9.85;50.94
;;;;;;;;
;;;;;;;;
4925e36c3d3a4aa58e7f15b57d534516;Salade van luzerne en witloof;4;A;A;/nl-be/recepten/receptDetails/Salade-van-luzerne-en-witloof/r/4925e36c3d3a4aa58e7f15b57d534516;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;632.2;2.43;0;1.3;2.99;3.37;81.48
;De Leeuw;509;2,299999952;0,100000001;10,19999981;1,799999952;3,200000048;?
;;;;;;;;
3e2ef5df7eab4a2b9ae615f92ece5d83;Hazenspiesjes met kruiden;4;;A;/nl-be/recepten/receptDetails/Hazenspiesjes-met-kruiden/r/3e2ef5df7eab4a2b9ae615f92ece5d83;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;698.8;1.59;0;2.7;6.06;10.50;29.61
;;;;;;;;
;;;;;;;;
9556412834bd4cab86f815baac8d1a4e;Cordon bleu met Averbodekaas en biersaus;12;;B;/nl-be/recepten/receptDetails/Cordon-bleu-met-Averbodekaas-en-biersaus/r/9556412834bd4cab86f815baac8d1a4e;;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;843.7;0.76;0;2.6;10.91;15.42;1.32
;;;;;;;;
;;;;;;;;
40e459fdbc6349479ed6162d93d155e9;Oesters met een salade van zeekraal, venkel en lamsoor;4;A;A;/nl-be/recepten/receptDetails/Oesters-met-een-salade-van-zeekraal-venkel-en-lamsoor/r/40e459fdbc6349479ed6162d93d155e9;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;36.5;0.32;0;0.0;0.34;0.49;51.29
;De Leeuw;705;4,599999905;0,899999976;13,5;3,099999905;4,800000191;?
;;;;;;;;
0ad9e6d8b125463d88a3162e011fac08;Roodbaarsfilets met citroen;4;A;A;/nl-be/recepten/receptDetails/Roodbaarsfilets-met-citroen/r/0ad9e6d8b125463d88a3162e011fac08;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;358.6;0.88;0;0.9;0.78;9.68;24.38
;De Leeuw;422;;0,400000006;3,799999952;0,699999988;10,80000019;?
;;;;;;;;
b3e363953ada4c209b07163256f33e47;Brochette van sint-jakobsschelpen met ras el hanout, krokante groenten en lichte room met jonge Parmezaanse kaas;2;;C;/nl-be/recepten/receptDetails/Brochette-van-sint-jakobsschelpen-met-ras-el-hanout-krokante-groenten-en-lichte-room-met-jonge-Parmezaanse-kaas/r/b3e363953ada4c209b07163256f33e47;;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;857.5;1.43;0;8.5;2.18;8.60;10.80
;;;;;;;;
;;;;;;;;
3fbbe05588ec44f09cde163a33472b01;Crespelles met fijne groentjes en ricotta;4;;A;/nl-be/recepten/receptDetails/Crespelles-met-fijne-groentjes-en-ricotta/r/3fbbe05588ec44f09cde163a33472b01;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;589.6;2.07;0;4.0;2.57;5.77;19.76
;;;;;;;;
;;;;;;;;
20fd5e11b95747f1ae77164b1ca0e43b;Pompoensoep met witte bonen en kokosmelk;4;A;A;/nl-be/recepten/receptDetails/Pompoensoep-met-witte-bonen-en-kokosmelk/r/20fd5e11b95747f1ae77164b1ca0e43b;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;292.3;2.40;0;0.5;3.37;1.03;92.61
;De Leeuw;319;2,799999952;0,100000001;4,5;1,600000024;2,5;?
;;;;;;;;
f1f9a3f665ad423aa530165579d6c00a;Provençaalse pizza met zeebarbeelfilets;4;A;A;/nl-be/recepten/receptDetails/Provencaalse-pizza-met-zeebarbeelfilets/r/f1f9a3f665ad423aa530165579d6c00a;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;273.4;1.27;0;0.4;2.34;4.06;70.00
;De Leeuw;489;;0,899999976;5,300000191;2,5;6,300000191;?
;;;;;;;;
bb69d187176b4b1cbdcd165b2a143f66;Verrassende sandwiches;4;;C;/nl-be/recepten/receptDetails/Verrassende-sandwiches/r/bb69d187176b4b1cbdcd165b2a143f66;;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;905.5;1.13;0;7.2;1.14;12.55;0.00
;;;;;;;;
;;;;;;;;
d0262e7cb2d6458f8de6169119a07ec3;Kerstgehaktbrood, knolselderpuree en kool met spekjes;6;B;B;/nl-be/recepten/receptDetails/Kerstgehaktbrood-knolselderpuree-en-kool-met-spekjes/r/d0262e7cb2d6458f8de6169119a07ec3;2;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;826.4;1.66;0;5.3;2.21;11.15;24.70
;De Leeuw;715;2,299999952;0,699999988;10,89999962;2,400000095;9,300000191;?
;;;;;;;;
d77cb15c452a4a5c999316b5634eb55d;Groene pizza met courgettes en rucola;4;B;B;/nl-be/recepten/receptDetails/Groene-pizza-met-courgettes-en-rucola/r/d77cb15c452a4a5c999316b5634eb55d;2;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;686.3;1.05;0;3.8;3.10;5.77;57.63
;De Leeuw;691;1,100000024;0,600000024;10,19999981;2,099999905;5,800000191;?
;;;;;;;;
9858aa0fd7484d33a61616b7181e9994;Gegrilde venkel met citrusdressing en geitenkaas;4;;A;/nl-be/recepten/receptDetails/Gegrilde-venkel-met-citrusdressing-en-geitenkaas/r/9858aa0fd7484d33a61616b7181e9994;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;432.1;2.37;0;1.5;10.46;2.63;80.46
;;;;;;;;
;;;;;;;;
17522a4e336849a6a227179e398c17f6;Gegrilde makreel met quinoa salade;4;;A;/nl-be/recepten/receptDetails/Gegrilde-makreel-met-quinoa-salade/r/17522a4e336849a6a227179e398c17f6;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;870.7;1.84;0;3.0;2.59;9.55;42.22
;;;;;;;;
;;;;;;;;
647570942add476b8cab17ab5bec9b1f;In de oven gebakken ribbetjes;4;A;E;/nl-be/recepten/receptDetails/In-de-oven-gebakken-ribbetjes/r/647570942add476b8cab17ab5bec9b1f;1;5;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;261.9;0.44;0;0.4;2.50;7.08;0.14
;De Leeuw;239;0,200000003;0,300000012;2,700000048;2,5;5,099999905;?
;;;;;;;;
0515c361417948a692e117f6fc4a1f95;Gegrilde tussenrib, salsa met maïs;4;A;A;/nl-be/recepten/receptDetails/Gegrilde-tussenrib-salsa-met-mais/r/0515c361417948a692e117f6fc4a1f95;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;516.2;1.31;0;0.6;1.43;10.03;47.62
;De Leeuw;618;1,399999976;0,100000001;7,099999905;1,5;12,39999962;?
;;;;;;;;
15ff80bda1c94ed68ca21860189612d0;Fruit met chocolade in papillot;4;;E;/nl-be/recepten/receptDetails/Fruit-met-chocolade-in-papillot/r/15ff80bda1c94ed68ca21860189612d0;5;5;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1841.6;0.32;0;17.5;31.08;5.48;20.00
;;;;;;;;
;;;;;;;;
ad9e9f326b0c405ab8a21868ec00eb92;Ameijoas com pimenta malagueta (tapijtschelpen met chilipeper);4;A;B;/nl-be/recepten/receptDetails/Ameijoas-com-pimenta-malagueta-tapijtschelpen-met-chilipeper-/r/ad9e9f326b0c405ab8a21868ec00eb92;1;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;501.3;0.34;0;1.6;1.38;2.44;11.13
;De Leeuw;409;0,699999988;0,200000003;4,900000095;0,400000006;8,399999619;?
;;;;;;;;
23836a6556aa415c97ea18819d297d99;Zuurkool met vis;4;;A;/nl-be/recepten/receptDetails/Zuurkool-met-vis/r/23836a6556aa415c97ea18819d297d99;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;395.6;1.22;1;2.0;0.36;10.30;48.09
;;;;;;;;
;;;;;;;;
1848793f53b54b578ddd18a444b6b66b;Bento: Kippenbrochettes teriyaki;4;B;B;/nl-be/recepten/receptDetails/Bento-Kippenbrochettes-teriyaki/r/1848793f53b54b578ddd18a444b6b66b;2;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;735.5;0.46;1;2.2;5.80;16.98;3.96
;De Leeuw;715;;0,800000012;7,199999809;5,900000095;19,5;?
;;;;;;;;
f5364d7ae90d4d74977618be651e6050;Volcano potatoes met gehakt, mozzarella en spinazie;4;B;A;/nl-be/recepten/receptDetails/Volcano-potatoes-met-gehakt-mozzarella-en-spinazie/r/f5364d7ae90d4d74977618be651e6050;2;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;635.4;2.06;0;3.0;1.67;7.71;11.87
;De Leeuw;502;1;0,600000024;6,599999905;0,899999976;6,800000191;?
;;;;;;;;
c64c47f77fa14406a71d18dcc1ef3de8;Tortilla van aardappel;4;B;C;/nl-be/recepten/receptDetails/Tortilla-van-aardappel/r/c64c47f77fa14406a71d18dcc1ef3de8;2;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;1531.9;0.48;0;6.2;1.76;4.28;46.61
;De Leeuw;709;1,700000048;0;11,30000019;0,200000003;3,299999952;?
;;;;;;;;
164446692a154c1c9de918f13e08179e;Cannelloni met champignons en ricotta;4;B;B;/nl-be/recepten/receptDetails/Cannelloni-met-champignons-en-ricotta/r/164446692a154c1c9de918f13e08179e;2;2;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;591.7;0.75;0;2.7;1.46;4.80;45.68
;De Leeuw;436;1;0,200000003;7,5;2,700000048;4,400000095;?
;;;;;;;;
4967a062857d4111a102190c39720b38;Gefrituurde groene asperges;4;;A;/nl-be/recepten/receptDetails/Gefrituurde-groene-asperges/r/4967a062857d4111a102190c39720b38;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;367.5;2.60;0;0.8;0.95;5.17;63.73
;;;;;;;;
;;;;;;;;
bfd11bc1773f44bb976619270b5fb3a7;Roodbaars met chorizo en gestoofde groenten met rijst;4;A;A;/nl-be/recepten/receptDetails/Roodbaars-met-chorizo-en-gestoofde-groenten-met-rijst/r/bfd11bc1773f44bb976619270b5fb3a7;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;706.6;1.17;0;1.0;2.41;7.90;42.77
;De Leeuw;354;1;0,200000003;4,300000191;1,600000024;5,599999905;?
;;;;;;;;
b17998319a3f4176ba42193bb1e5ea96;Burrito’s met chili;4;B;A;/nl-be/recepten/receptDetails/Burrito-s-met-chili/r/b17998319a3f4176ba42193bb1e5ea96;2;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;614.2;2.90;0;2.9;1.82;8.52;50.07
;De Leeuw;551;1,899999976;0,800000012;6,400000095;2,700000048;7,5;?
;;;;;;;;
ea898e20706f49ff8bc0195166726e56;Scheermesjes op de barbecue met pittige sinaasappelkruidenboter;4;B;A;/nl-be/recepten/receptDetails/Scheermesjes-op-de-barbecue-met-pittige-sinaasappelkruidenboter/r/ea898e20706f49ff8bc0195166726e56;2;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;399.2;2.01;0;1.1;17.84;1.10;97.87
;De Leeuw;467;1,399999976;0,300000012;7;2,799999952;5,699999809;?
;;;;;;;;
4b8128b5222943e38ccd197a37de9fe0;Janssons frestelse (letterlijk 'De verleiding van Jansson') / Aardappelgratin met sprotjes;4;;C;/nl-be/recepten/receptDetails/Janssons-frestelse-letterlijk-De-verleiding-van-Jansson-Aardappelgratin-met-sprotjes/r/4b8128b5222943e38ccd197a37de9fe0;;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;779.3;1.26;0;8.7;2.52;4.08;19.25
;;;;;;;;
;;;;;;;;
bfc6a043d3ef4b8d8d1419b28fbcfacb;Bloemkoolkroketten met parmigiano en kurkuma;4;A;A;/nl-be/recepten/receptDetails/Bloemkoolkroketten-met-parmigiano-en-kurkuma/r/bfc6a043d3ef4b8d8d1419b28fbcfacb;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;566.9;3.28;0;2.8;2.46;8.50;62.44
;De Leeuw;821;2,900000095;0,300000012;11,39999962;1,100000024;9;?
;;;;;;;;
771719ec3737439eb55319e8f570de7d;Tortilla met bloemkool en spekreepjes;2;A;A;/nl-be/recepten/receptDetails/Tortilla-met-bloemkool-en-spekreepjes/r/771719ec3737439eb55319e8f570de7d;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;433.7;1.73;0;2.2;1.88;8.40;48.82
;De Leeuw;458;1,299999952;0,5;7,199999809;1;9,199999809;?
;;;;;;;;
90bdbe6e3eb34f92930719fa6b0f6bd8;Granité van vodka met limoen;4;;A;/nl-be/recepten/receptDetails/Granite-van-vodka-met-limoen/r/90bdbe6e3eb34f92930719fa6b0f6bd8;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;250.8;1.94;0;0.0;6.03;0.48;69.18
;De Leeuw;314;1,100000024;0;0,100000001;10,10000038;0,300000012;?
;;;;;;;;
cc585348fb9141d5ab081a2cd977f10a;Bladerdeegjes met geitenkaas, appels en Luikse siroop;4;;A;/nl-be/recepten/receptDetails/Bladerdeegjes-met-geitenkaas-appels-en-Luikse-siroop/r/cc585348fb9141d5ab081a2cd977f10a;;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;19.6;0.43;0;0.0;0.12;0.50;63.99
;;;;;;;;
;;;;;;;;
5d0bdeae913642b689661a3de5e06e6b;Rundbrochettes met kruidige yoghurtsaus;4;A;A;/nl-be/recepten/receptDetails/Rundbrochettes-met-kruidige-yoghurtsaus/r/5d0bdeae913642b689661a3de5e06e6b;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;401.7;1.89;0;0.6;3.69;10.42;40.29
;De Leeuw;441;1,799999952;0;5,099999905;2;9,899999619;?
;;;;;;;;
560d6a7fef254234809e1ac8cc726d68;Cheesecake;12;D;C;/nl-be/recepten/receptDetails/Cheesecake/r/560d6a7fef254234809e1ac8cc726d68;4;3;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;753.3;1.10;0;4.9;13.09;8.00;18.08
;De Leeuw;1109;0,5;0,5;18,79999924;14,39999962;5,300000191;?
;;;;;;;;
edbebb851c5e4072b9301ae6b4d9cd56;Gegrilde tonijn, exotische salsa;4;A;A;/nl-be/recepten/receptDetails/Gegrilde-tonijn-exotische-salsa/r/edbebb851c5e4072b9301ae6b4d9cd56;1;1;
;;;;;;;;
;;Energy('Kj');Fibre;Salt;Fat;Sugar;Prot;VegFN
;SWF;450.8;0.96;0;0.6;1.86;14.70;36.64
;De Leeuw;543;1,100000024;0,300000012;6,199999809;2,900000095;15;?
;;;;;;;;
